config,pid,pin,dim,repeat,seed,budget_scale,rpr,f1,score,precision,n_sol,used_eval,elapsed_sec,control,mrmc_relation_uses,mrmc_maximin_selections,mrmc_random_selections,mrmc_terminal_memory_peak,mrmc_persistent_guidance_uses,mrmc_sparse_guidance_uses,mrmc_working_memory_peak,mrmc_evidence_observed,mrmc_working_additions,mrmc_working_promotions
RMC-NoMaximin,14,1,20,3,1098493118,1.0,0.1,0.18181818181818182,0.14090909090909093,1.0,1,399989,115.081,no_maximin,42,0,50,13,48,7,50,76595,50,0
RMC-NoMaximin,10,1,20,5,3875162692,1.0,0.6,0.7499999999999999,0.6749999999999999,1.0,6,399948,406.892,no_maximin,216,0,218,211,216,1,2,76010,2,0
RMC-NoMaximin,14,1,20,4,2880851931,1.0,0.2,0.33333333333333337,0.2666666666666667,1.0,2,399966,122.487,no_maximin,47,0,49,13,45,1,48,76675,48,0
RMC-NoMaximin,14,1,20,6,2728520348,1.0,0.2,0.33333333333333337,0.2666666666666667,1.0,2,399964,111.3,no_maximin,52,0,54,21,52,1,6,76705,6,0
RMC-NoMaximin,14,1,20,5,3820371101,1.0,0.2,0.33333333333333337,0.2666666666666667,1.0,2,399980,119.909,no_maximin,72,0,74,11,70,1,33,76710,33,0
RMC-CMSA,10,1,20,10,3149227647,1.0,0.5,0.6666666666666666,0.5833333333333333,1.0,5,399925,1048.947,full,148,149,1,79,145,1,26,75635,26,0
RMC-NoMaximin,10,1,20,3,1544670583,1.0,0.7,0.8235294117647058,0.7617647058823529,1.0,7,399945,576.186,no_maximin,154,0,163,148,161,8,1,76230,1,0
RMC-NoMaximin,14,1,20,7,2876809346,1.0,0.2,0.33333333333333337,0.2666666666666667,1.0,2,399960,116.657,no_maximin,54,0,56,15,54,1,34,76730,34,0
RMC-NoMaximin,14,1,20,9,2572916736,1.0,0.2,0.33333333333333337,0.2666666666666667,1.0,2,399958,113.237,no_maximin,81,0,84,13,68,2,14,76680,14,0
RMC-NoMaximin,10,1,20,1,3041133044,1.0,0.7,0.8235294117647058,0.7617647058823529,1.0,7,399938,637.346,no_maximin,144,0,151,142,149,6,6,76275,6,0
RMC-NoMaximin,14,1,20,8,4252367854,1.0,0.1,0.18181818181818182,0.14090909090909093,1.0,1,399982,125.335,no_maximin,60,0,62,3,43,1,60,76730,60,0
RMC-NoMaximin,14,1,20,10,3875540033,1.0,0.1,0.18181818181818182,0.14090909090909093,1.0,1,399989,123.448,no_maximin,49,0,52,5,46,2,60,76740,60,0
RMC-NoMaximin,10,1,20,2,3080307965,1.0,0.7,0.8235294117647058,0.7617647058823529,1.0,7,399935,705.27,no_maximin,125,0,136,128,134,10,2,76320,2,0
RMC-NoRelations,1,1,20,1,4034386166,1.0,0.7,0.8235294117647058,0.7617647058823529,1.0,14,399946,188.155,no_relations,0,153,1,139,150,1,1,76325,1,0
RMC-NoMaximin,10,1,20,4,253359342,1.0,0.6,0.7499999999999999,0.6749999999999999,1.0,6,399936,682.313,no_maximin,145,0,154,147,152,8,2,76265,2,0
RMC-NoRelations,1,1,20,2,2220656915,1.0,0.7,0.8235294117647058,0.7617647058823529,1.0,14,399943,195.46,no_relations,0,183,1,169,177,1,0,76195,0,0
RMC-NoRelations,1,1,20,3,3239354781,1.0,0.6,0.7499999999999999,0.6749999999999999,1.0,12,399933,189.26,no_relations,0,163,1,146,158,1,4,76265,4,0
RMC-NoRelations,1,1,20,4,409577597,1.0,0.65,0.787878787878788,0.718939393939394,1.0,13,399936,194.996,no_relations,0,185,1,172,182,1,6,76135,6,0
RMC-NoRelations,1,1,20,5,1950732293,1.0,0.65,0.787878787878788,0.718939393939394,1.0,13,399950,206.598,no_relations,0,191,1,178,185,1,1,76145,1,0
RMC-NoRelations,1,1,20,7,4201903172,1.0,0.55,0.7096774193548387,0.6298387096774194,1.0,11,399930,199.432,no_relations,0,165,1,151,160,1,2,76095,2,0
RMC-NoRelations,1,1,20,6,2403006679,1.0,0.65,0.787878787878788,0.718939393939394,1.0,13,399932,217.677,no_relations,0,220,1,207,218,1,3,75945,3,0
RMC-NoMaximin,10,1,20,10,3149227647,1.0,0.7,0.8235294117647058,0.7617647058823529,1.0,7,399944,638.402,no_maximin,141,0,150,141,148,8,7,76275,7,0
RMC-NoRelations,1,1,20,8,559768992,1.0,0.65,0.787878787878788,0.718939393939394,1.0,13,399925,213.391,no_relations,0,209,1,196,203,1,2,76025,2,0
RMC-NoRelations,1,1,20,9,2092010971,1.0,0.65,0.787878787878788,0.718939393939394,1.0,13,399942,208.774,no_relations,0,213,1,200,209,1,7,75990,7,0
RMC-NoRelations,1,1,20,10,2958819918,1.0,0.65,0.787878787878788,0.718939393939394,1.0,13,399929,190.422,no_relations,0,180,1,164,174,1,6,76125,6,0
RMC-NoRelations,6,1,20,2,4027479527,1.0,0.25,0.4,0.325,1.0,5,399950,170.709,no_relations,0,105,1,16,95,3,8,76150,8,0
RMC-NoRelations,6,1,20,1,2087795920,1.0,0.25,0.4,0.325,1.0,5,399942,173.547,no_relations,0,168,1,29,161,2,23,75410,23,0
RMC-NoRelations,6,1,20,3,3248997195,1.0,0.3,0.4615384615384615,0.38076923076923075,1.0,6,399926,171.342,no_relations,0,175,1,63,169,2,15,75480,15,0
RMC-NoRelations,6,1,20,4,149845851,1.0,0.35,0.5185185185185185,0.43425925925925923,1.0,7,399945,179.701,no_relations,0,141,1,28,131,1,11,75630,11,0
RMC-NoRelations,6,1,20,5,2548412932,1.0,0.4,0.5714285714285715,0.48571428571428577,1.0,8,399926,182.462,no_relations,0,143,1,17,128,1,8,75635,8,0
RMC-NoRelations,6,1,20,7,1716497545,1.0,0.3,0.4615384615384615,0.38076923076923075,1.0,6,399948,172.006,no_relations,0,109,1,31,106,3,17,75925,17,0
RMC-NoRelations,6,1,20,6,2704015161,1.0,0.3,0.4615384615384615,0.38076923076923075,1.0,6,399942,182.18,no_relations,0,189,1,85,186,1,5,75690,5,0
RMC-NoRelations,6,1,20,8,4147807468,1.0,0.2,0.33333333333333337,0.2666666666666667,1.0,4,399952,169.12,no_relations,0,134,1,19,126,1,11,75845,11,0
RMC-NoRelations,6,1,20,9,1353101125,1.0,0.25,0.4,0.325,1.0,5,399931,170.479,no_relations,0,128,1,21,121,2,11,75565,11,0
RMC-NoRelations,6,1,20,10,2307588622,1.0,0.3,0.4615384615384615,0.38076923076923075,1.0,6,399940,169.322,no_relations,0,182,1,45,176,2,12,75270,12,0
RMC-NoRelations,10,1,20,5,3875162692,1.0,0.5,0.6666666666666666,0.5833333333333333,1.0,5,399930,137.701,no_relations,0,253,1,136,252,4,1,75995,1,0
RMC-NoRelations,10,1,20,8,3310611219,1.0,0.6,0.7499999999999999,0.6749999999999999,1.0,6,399939,123.819,no_relations,0,187,1,136,185,1,2,76185,2,0
RMC-NoRelations,10,1,20,9,3625317039,1.0,0.4,0.5714285714285715,0.48571428571428577,1.0,4,399954,129.45,no_relations,0,271,1,122,270,8,6,75950,6,0
RMC-NoRelations,14,1,20,1,1021354410,1.0,0.2,0.33333333333333337,0.2666666666666667,1.0,2,399965,117.528,no_relations,0,35,1,4,29,1,2,76880,2,0
RMC-NoRelations,14,1,20,2,2289296825,1.0,0.2,0.33333333333333337,0.2666666666666667,1.0,2,399973,110.067,no_relations,0,70,1,20,64,2,18,76705,18,0
RMC-NoRelations,14,1,20,3,1098493118,1.0,0.2,0.33333333333333337,0.2666666666666667,1.0,2,399956,113.129,no_relations,0,43,1,8,34,1,8,76845,8,0
RMC-NoRelations,14,1,20,4,2880851931,1.0,0.2,0.33333333333333337,0.2666666666666667,1.0,2,399956,116.604,no_relations,0,47,1,10,45,3,8,76820,8,0
RMC-NoRelations,14,1,20,5,3820371101,1.0,0.2,0.33333333333333337,0.2666666666666667,1.0,2,399962,111.05,no_relations,0,51,1,5,45,1,4,76840,4,0
RMC-NoRelations,14,1,20,6,2728520348,1.0,0.2,0.33333333333333337,0.2666666666666667,1.0,2,399956,111.399,no_relations,0,43,1,8,34,2,4,76855,4,0
RMC-NoRelations,14,1,20,7,2876809346,1.0,0.3,0.4615384615384615,0.38076923076923075,1.0,3,399953,117.24,no_relations,0,42,1,7,38,1,4,76835,4,0
RMC-NoRelations,14,1,20,8,4252367854,1.0,0.2,0.33333333333333337,0.2666666666666667,1.0,2,399969,110.772,no_relations,0,54,1,11,36,1,2,76840,2,0
RMC-NoRelations,14,1,20,9,2572916736,1.0,0.2,0.33333333333333337,0.2666666666666667,1.0,2,399959,111.607,no_relations,0,43,1,2,0,2,0,76915,0,0
RMC-NoRelations,14,1,20,10,3875540033,1.0,0.2,0.33333333333333337,0.2666666666666667,1.0,2,399961,114.96,no_relations,0,41,1,3,32,2,0,76900,0,0
RMC-NoTerminalMemory,1,1,20,1,4034386166,1.0,0.65,0.787878787878788,0.718939393939394,1.0,13,399933,206.837,no_terminal_memory,218,219,1,0,0,0,2,76025,2,0
RMC-NoTerminalMemory,1,1,20,2,2220656915,1.0,0.6,0.7499999999999999,0.6749999999999999,1.0,12,399932,228.195,no_terminal_memory,234,235,1,0,0,0,3,75890,3,0
RMC-NoTerminalMemory,1,1,20,3,3239354781,1.0,0.65,0.787878787878788,0.718939393939394,1.0,13,399960,216.329,no_terminal_memory,206,207,1,0,0,0,8,76035,8,0
RMC-NoTerminalMemory,1,1,20,4,409577597,1.0,0.65,0.787878787878788,0.718939393939394,1.0,13,399937,211.871,no_terminal_memory,247,248,1,0,0,0,1,75900,1,0
RMC-NoTerminalMemory,1,1,20,5,1950732293,1.0,0.65,0.787878787878788,0.718939393939394,1.0,13,399940,215.775,no_terminal_memory,240,241,1,0,0,0,5,75880,5,0
RMC-NoTerminalMemory,1,1,20,6,2403006679,1.0,0.65,0.787878787878788,0.718939393939394,1.0,13,399937,212.843,no_terminal_memory,226,227,1,0,0,0,5,75980,5,0
RMC-NoTerminalMemory,1,1,20,7,4201903172,1.0,0.65,0.787878787878788,0.718939393939394,1.0,13,399929,191.569,no_terminal_memory,213,214,1,0,0,0,6,75765,6,0
RMC-NoTerminalMemory,1,1,20,8,559768992,1.0,0.65,0.787878787878788,0.718939393939394,1.0,13,399940,203.795,no_terminal_memory,218,219,1,0,0,0,5,76010,5,0
RMC-NoTerminalMemory,1,1,20,9,2092010971,1.0,0.65,0.787878787878788,0.718939393939394,1.0,13,399937,230.916,no_terminal_memory,236,237,1,0,0,0,9,75900,9,0
RMC-NoTerminalMemory,1,1,20,10,2958819918,1.0,0.65,0.787878787878788,0.718939393939394,1.0,13,399945,204.367,no_terminal_memory,218,219,1,0,0,0,6,75875,6,0
RMC-NoTerminalMemory,6,1,20,1,2087795920,1.0,0.3,0.4615384615384615,0.38076923076923075,1.0,6,399936,169.725,no_terminal_memory,177,180,1,0,0,0,7,75470,7,0
