dimension,seed,representatives,total_candidates_per_condition,relation_candidates,shared_uniform_candidates,relation_clipped_candidate_fraction,relation_clipped_coordinate_fraction,uniform_distance_contrast_mean,uniform_clearance_cv,combined_clearance_cv,uniform_selected_clearance_over_sqrt_d,combined_selected_clearance_over_sqrt_d,paired_clearance_difference_over_sqrt_d,combined_selected_relation,combined_selected_on_boundary,mean_relation_edge_length_over_sqrt_d,relation_edges,uniform_propose_seconds,combined_propose_seconds
100,5,16,20000,10000,10000,1.0,0.290474,0.19790466095813408,0.041202642075201974,0.13122404055581607,0.42302174843123475,0.42034131799570407,-0.0026804304355306564,0,0,0.36624647521767517,12,0.16065779997734353,0.17895319999661297
100,6,16,20000,10000,10000,1.0,0.287349,0.1909979625669385,0.04155471063028806,0.1275903595428566,0.4204606959591538,0.41438972560567444,-0.0060709703534793215,0,0,0.3662809137670052,12,0.1633066000067629,0.18264429998816922
100,7,16,20000,10000,10000,1.0,0.292182,0.19936231750920755,0.04141946864757062,0.1251961751728191,0.4225210829147648,0.4225210829147648,0.0,0,0,0.37038652063478855,11,0.16294519999064505,0.18792759999632835
100,8,16,20000,10000,10000,1.0,0.295584,0.18462810813404867,0.04041385133362397,0.1322681167077853,0.4183877819270407,0.41517007853072085,-0.0032177033963198378,0,0,0.37018621944115376,13,0.16984239997691475,0.1758718999917619
100,9,16,20000,10000,10000,1.0,0.290316,0.2057894460347794,0.04166318195765673,0.1259722192136758,0.41894842646266983,0.41894842646266983,0.0,0,0,0.37003619198747634,12,0.1581327999883797,0.1837433000036981
100,10,16,20000,10000,10000,1.0,0.287399,0.18879361662667976,0.04081825208564489,0.13268053621366144,0.4172073957416769,0.4172073957416769,0.0,0,0,0.364572828183968,12,0.15658759998041205,0.18286309999530204
100,11,16,20000,10000,10000,1.0,0.301187,0.1900442250236654,0.04071863498754608,0.12913956643992844,0.42490900001284065,0.42409237498496133,-0.0008166250278793363,0,0,0.37745066686894424,13,0.15649009999469854,0.18648959998972714
100,12,16,20000,10000,10000,1.0,0.303216,0.18449702988339442,0.0399384721631982,0.12687246836920077,0.4183697250708224,0.4163920147693142,-0.001977710301508129,0,0,0.37892487355687904,13,0.1624879000009969,0.18256650000694208
100,13,16,20000,10000,10000,1.0,0.289027,0.19417460138373904,0.041137356556526165,0.12718932135405425,0.41712904464058775,0.41712904464058775,0.0,0,0,0.36925801183564855,14,0.16005479998420924,0.16914189999806695
100,14,16,20000,10000,10000,1.0,0.293884,0.18948546692244994,0.04098909393887173,0.12690340067667366,0.41870025256478643,0.41870025256478643,0.0,0,0,0.37374069231322266,15,0.15847689998918213,0.1717371000268031
100,15,16,20000,10000,10000,1.0,0.29329,0.19370981403938925,0.04113301128275983,0.13007441742810386,0.42971166150090123,0.4214412424226238,-0.008270419078277413,0,0,0.3700914718766673,11,0.15455379997729324,0.18658160002087243
